	id	name	popularity	duration_ms	explicit	artists	id_artists	release_date	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	time_signature
561122	6hzENpxQwAaz6Cvrok38gZ	Love Is Not Over - Full Length Edition	42	221573	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-05-02	0.691	0.591	4	-5.075	0	0.0685	0.121	0.0	0.139	0.275	105.074	4
561138	23IA8fIfML3LR0WH4t7Wym	I Need U	42	210693	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-05-02	0.46	0.897	5	-2.364	0	0.0934	0.0217	0.0	0.287	0.6509999999999999	158.107	4
561139	1hSYYD9WI0fuVxN0MFLVYy	Wishing on a star	42	271760	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-09-07	0.5429999999999999	0.8320000000000001	8	-4.717	1	0.209	0.0168	0.0	0.0398	0.636	179.963	4
561157	63sjBMqEHNFuXIYaQkuF0q	Interlude: Wings	41	144920	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-10-10	0.64	0.85	11	-3.0780000000000003	0	0.0884	0.0103	0.0	0.0962	0.616	125.007	4
561168	4C84QmSqZp40VxWnRcMAJP	Dope	41	240027	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-05-02	0.56	0.892	10	-2.79	0	0.293	0.0318	2.82e-06	0.455	0.657	153.951	4
561180	6idFWORbGH9bH3Y9ktysWx	Am I Wrong	41	213040	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-10-10	0.7559999999999999	0.8340000000000001	10	-4.9830000000000005	0	0.0568	0.00158	5.5e-06	0.0824	0.634	107.96799999999999	4
561183	7aGWDCKc6qWd9okLRgeJF8	House Of Cards - Full Length Edition	40	226267	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-05-02	0.38799999999999996	0.672	9	-4.459	0	0.0474	0.35100000000000003	0.0	0.14	0.389	103.441	4
561188	0x6ntMwjXoRaNPrrFPoIY0	DOPE‐超ヤベー!‐(Japanese Ver.)	40	241973	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-09-07	0.579	0.897	10	-3.5660000000000003	0	0.212	0.0285	0.0	0.43	0.545	154.002	4
561206	05tXjIPecu7f1nHJ5dglYT	フンタン少年団(Japanese Ver.)	40	245880	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-09-07	0.69	0.9620000000000001	1	-3.66	1	0.19899999999999998	0.0537	0.0	0.34700000000000003	0.77	116.029	4
561209	6hTUjGzDnrEyrmzy9hqkBT	ペップセ‐Japanese Ver.‐	40	236293	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-09-07	0.669	0.885	9	-3.622	1	0.11800000000000001	0.0009550000000000001	0.0	0.0398	0.544	166.967	4
561215	3uokvtxkooSxnL2fBAblzL	Run	40	236333	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-05-02	0.5760000000000001	0.875	11	-2.9330000000000003	0	0.054000000000000006	0.0016	0.0	0.10300000000000001	0.508	132.964	4
561216	00EpTcZPrp4vNv8aToYBpv	Mama	40	212253	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-10-10	0.544	0.7440000000000001	5	-4.795	0	0.21899999999999997	0.00022200000000000003	1.66e-05	0.0796	0.43700000000000006	185.99599999999998	4
561251	3EiEbnbznDnoPGIU8Btv1F	EPILOGUE : Young Forever‐Japanese Ver.‐	39	173347	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-09-07	0.461	0.76	5	-4.2989999999999995	0	0.23600000000000002	0.0221	0.0	0.10400000000000001	0.349	87.434	4
561294	5xFoqABWVj4FIAf7vQX8FN	Spring Day	60	274093	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2017-02-13	0.539	0.846	8	-3.188	1	0.0358	0.00672	1.46e-06	0.131	0.461	106.988	4
561303	46qcoYJhhjkQoSfMjKs6sO	Not Today	57	231853	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2017-02-13	0.595	0.9390000000000001	8	-3.4130000000000003	1	0.141	0.00215	0.0	0.935	0.653	110.04	4
561331	2I5qMlv43L5UbimvjzWhzz	Outro: Wings	54	225453	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2017-02-13	0.6559999999999999	0.9	11	-3.0980000000000003	0	0.106	0.0052	0.0	0.0856	0.645	124.976	4
561345	6GngNTAPaRxIVC0FEUHtNa	死んでも君だよ	52	231853	0	['V(BTS)', 'JIN(BTS)']	['2qSfstLlVGHE606ZeuZsbY', '3R2P6dkTxyHpdiWByKyIjR']	2017-12-20	0.741	0.723	10	-3.4789999999999996	0	0.052000000000000005	0.256	0.0	0.0839	0.76	95.005	4
561581	7sese9JnyjwwgscEp2aGP2	A Supplementary Story: You Never Walk Alone	42	156053	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2017-02-13	0.698	0.9009999999999999	8	-4.702	1	0.14800000000000002	0.00506	0.0	0.0729	0.5539999999999999	127.995	4
561738	2r1T6xGTVaNAqBoPH4lZEE	Waste It On Me (feat. BTS)	56	192537	0	['Steve Aoki', 'BTS']	['77AiFEVeAVj2ORpC85QVJs', '3Nrfpe0tUJi4K4DXYWgMUX']	2018-10-25	0.669	0.684	7	-4.595	1	0.0585	0.252	0.0	0.72	0.466	96.09700000000001	4
561753	4Bkh5uDlP14vneIoRG0umC	DNA - Japanese ver.	54	223707	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-04-04	0.574	0.7609999999999999	1	-3.5789999999999997	0	0.0849	0.00335	0.0	0.0645	0.597	129.817	4
561762	4a8guR4owPEdDyLsPIC6HP	Spring Day - Japanese ver.	54	276840	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-04-04	0.5720000000000001	0.825	8	-4.383	1	0.037000000000000005	0.10400000000000001	0.0	0.085	0.424	106.976	4
561767	6u1ILVDFXcmQGQGCA3h849	血、汗、涙 - Japanese ver.	54	216707	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-04-04	0.61	0.892	0	-3.52	0	0.10800000000000001	0.0704	0.0	0.315	0.5760000000000001	93.039	4
561848	0YguyyCOTyujhSDXWyB4W3	Go Go - Japanese ver.	52	237307	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-04-04	0.8370000000000001	0.69	10	-4.705	0	0.08800000000000001	0.222	0.0	0.0833	0.847	136.07	4
561849	6yGKx4J9UdMp7tcaGXWzDj	Best Of Me - Japanese ver.	52	227920	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-04-04	0.659	0.769	0	-4.262	0	0.0831	0.0366	0.0	0.405	0.39799999999999996	122.006	4
561854	3N6te5xi59Ex4HudLKsgGS	MIC Drop - Japanese ver.	52	238227	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-04-04	0.664	0.9129999999999999	3	-4.474	0	0.14800000000000002	0.0136	0.0	0.1	0.622	169.97400000000002	4
561917	0usLRFLmYXYahKNgXxsuJc	Trivia 起 : Just Dance	65	225221	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-08-24	0.723	0.9059999999999999	1	-4.7780000000000005	0	0.27899999999999997	0.0907	0.0	0.0771	0.39799999999999996	125.01899999999999	4
561935	6aJj9OlLiZVagW8fd8ZtK3	Not Today - Japanese ver.	50	233880	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-04-04	0.598	0.938	0	-4.0680000000000005	0	0.14300000000000002	0.0019100000000000002	0.0	0.88	0.672	110.021	4
562374	2Ya8bityItATB8WNxaaed1	Boy With Luv - Japanese ver.	50	231227	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2019-07-03	0.677	0.843	11	-5.087	0	0.0795	0.131	0.0	0.204	0.807	119.96799999999999	4
562714	0UwQTbq7ZtBJ7v530mpaxP	Stay Gold	66	243733	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2020-06-19	0.7240000000000001	0.631	1	-5.403	1	0.0517	0.0873	0.0	0.0752	0.5479999999999999	129.019	4
562752	3A9SFII4XAKeptsNYoXKH7	Dynamite	66	199054	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2020-09-18	0.746	0.765	6	-4.41	0	0.0993	0.0112	0.0	0.0936	0.737	114.044	4
562756	4ZqTbapP8Z2YC9Kbg9mlkY	Respect	54	237540	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2020-02-28	0.6609999999999999	0.84	0	-4.805	1	0.11599999999999999	0.00485	0.0	0.287	0.524	91.45700000000001	4
562765	6SM3TJaWkmT8Iq8l9J0BIS	Dynamite - Holiday Remix	65	213315	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2020-12-11	0.69	0.873	9	-1.66	1	0.0734	0.0185	0.0	0.0526	0.599	114.03	4
562774	1GAAUZBTaIM1LwNpOJQJrZ	Boy With Luv - Japanese ver.	58	230013	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2020-07-14	0.6729999999999999	0.855	11	-4.65	0	0.08900000000000001	0.0661	0.0	0.209	0.78	119.917	4
562787	3VbsXTdxBl6IavGjFZbl3R	UGH!	53	225012	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2020-02-28	0.72	0.8240000000000001	10	-5.086	0	0.128	0.0394	0.0	0.0509	0.33299999999999996	165.998	4
562797	2qtD6gCVY6eP8oRnJyiscg	Outro : Ego	53	196199	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2020-02-28	0.8079999999999999	0.903	0	-3.1060000000000003	1	0.0958	0.0121	0.000233	0.0993	0.473	116.988	4
562804	6piu4ClbvlVI4GYoJ6CleG	Louder than bombs	53	217404	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2020-02-28	0.643	0.667	0	-6.992999999999999	0	0.152	0.0433	0.0	0.0904	0.485	145.999	4
562819	5ULNZsgJp1FqZ6JyKJUAFH	ON (Feat. Sia)	52	246816	0	['BTS', 'Sia']	['3Nrfpe0tUJi4K4DXYWgMUX', '5WUlDfRSoLAfcVSX1WnrxN']	2020-02-28	0.591	0.848	9	-4.397	0	0.0828	0.13699999999999998	0.0	0.37200000000000005	0.386	105.92200000000001	4
562837	2lNQ0rDuTKcP6BgRFkkq3p	Dynamite - Acoustic Remix	62	197994	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2020-08-28	0.6559999999999999	0.889	1	-5.136	0	0.203	0.0228	7.56e-06	0.366	0.575	113.943	4
562874	0ff7MSTK8Y0b92TQCxjhm4	Interlude : Shadow	52	259821	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2020-02-28	0.385	0.7979999999999999	9	-6.439	0	0.483	0.115	0.0	0.18100000000000002	0.141	149.756	4
575280	01hvI4BrrUbBuyIXewP4AD	If I Ruled the World	55	247450	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2013-09-11	0.7440000000000001	0.725	7	-6.29	1	0.11199999999999999	0.0434	0.0	0.29600000000000004	0.73	95.98299999999999	4
575288	1yFEQO3mOtDAje6rOyj2Cf	Paldogangsan	54	205061	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2013-09-11	0.564	0.945	11	-3.11	0	0.243	0.0789	0.0	0.0873	0.871	105.01799999999999	4
575294	0do2tFk8lqFdNL2TYAlslN	BTS Cypher Pt.1	54	131192	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2013-09-11	0.753	0.903	2	-5.414	1	0.354	0.541	0.0	0.34299999999999997	0.858	96.54700000000001	4
575384	7FrZ7P6NCaBT3yqq7Dc8Mm	Like (Slow Jam Remix)	53	232692	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2014-05-14	0.527	0.6729999999999999	0	-5.401	0	0.196	0.33399999999999996	0.0	0.159	0.657	99.60600000000001	4
575386	1ACqCMuFuvqCToDuY7C707	2nd Grade	58	235020	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2014-08-20	0.6759999999999999	0.925	8	-2.451	1	0.109	0.00395	6.7e-06	0.27899999999999997	0.797	163.953	4
575403	2M2LSar3DJWLQHcp1MZETj	Outro: Propose	54	122514	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2014-02-12	0.39799999999999996	0.847	2	-2.489	1	0.159	0.467	0.0	0.205	0.514	173.733	4
575412	5viiEUG6TwSmDPXX1hHo0X	Outro: Do You Think It Makes Sense?	54	172658	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2014-08-20	0.634	0.8140000000000001	1	-4.325	1	0.0406	0.0698	0.0	0.146	0.537	103.041	4
575429	5tHj7TuWS1h6GDU0Ajcm32	Look Here	56	218887	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2014-08-20	0.863	0.8540000000000001	4	-4.564	0	0.0893	0.0418	0.0015199999999999999	0.0551	0.784	119.99600000000001	4
575431	2IIhviXBY0Ikmlbm2DHByJ	Hip Hop Phile	56	257301	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2014-08-20	0.7959999999999999	0.878	1	-3.325	1	0.185	0.171	0.0	0.23399999999999999	0.795	144.001	4
575516	4nWJ7msY5lWNK74UKbAVw5	Moving On	55	292569	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2015-04-29	0.684	0.914	0	-3.199	1	0.203	0.0128	0.0	0.0543	0.929	159.986	4
575816	6aHCXTCkPiB4zgXKpB7BHS	Trivia 承 : Love	65	225698	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-08-24	0.7609999999999999	0.7609999999999999	5	-5.721	0	0.0897	0.24600000000000002	0.0	0.10300000000000001	0.483	121.97200000000001	4
576066	2BgZrbbAZxSnyE7U5efVrG	Intro : Persona	68	171023	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2020-02-21	0.469	0.87	9	-4.475	0	0.342	0.0278	0.0	0.313	0.652	86.62200000000001	4
576098	3IB5qOeMayvpOdHxYCL5tZ	ON (Feat. Sia)	66	246816	0	['BTS', 'Sia']	['3Nrfpe0tUJi4K4DXYWgMUX', '5WUlDfRSoLAfcVSX1WnrxN']	2020-02-21	0.591	0.848	9	-4.397	0	0.0828	0.13699999999999998	0.0	0.37200000000000005	0.386	105.92200000000001	4
